1
# Item id	Item name	Value
3318	corncob pipe	4
3319	Mr. Joe's bangles	3
3320	frayed rope belt	1
3343	tiny bindle	1
3356	plump juicy grub	1
3357	delicious shimmering moth	1
3358	delectable fire ant	2
3359	scrumptious ice ant	4
3360	delicious stinkbug	5
3361	yummy death watch beetle	3
3362	tasty louse	2
3363	mole molé	1
3364	Morlock's Mark Bourbon	1
3367	interesting-looking twig	3
3368	glimmering roc feather	4
3369	glimmering phoenix feather	5
3370	glimmering penguin feather	5
3372	glimmering raven feather	5
3373	glimmering great tit feather	5
3422	sterno-flavored Hob-O	2
3423	frostbite-flavored Hob-O	1
3424	fry-oil-flavored Hob-O	1
3425	garbage-juice-flavored Hob-O	1
3426	strawberry-flavored Hob-O	2
3427	roll of Hob-Os	3
3428	Everlasting Deckswabber	1
3432	cotton candy cordial	3
3435	big stirring stick	5
3440	prismatic wad	4
3441	club of the five seasons	5
3442	rainbow crossbow	5
3446	groovy prism necklace	5
3447	six-rainbow shield	5
3448	rainbow bomb	5
3449	cotton candy cone	2
3450	cotton candy pinch	1
3451	cotton candy smidgen	1
3452	cotton candy skoshe	2
3453	cotton candy plug	2
3454	cotton candy pillow	2
3455	cotton candy bale	2
3462	terrible poem	1
3463	bottle of sake	2
3464	little round pebble	3
3465	Bash-Ōs cereal	1
3467	bargain flash powder	1
3474	cranberry cordial	2
3475	blackberry polite	3
3476	plum lozenge	1
3477	pear lozenge	1
3478	peach lozenge	1
3479	balloon shield	1
3483	psychedelic bubble wand	5
3484	eye 'n' horn shampoo	5
3485	glittery mascara	1
3486	dull fish scale	1
3487	rough fish scale	2
3488	pristine fish scale	4
3489	beefy fish meat	1
3490	glistening fish meat	1
3491	slick fish meat	1
3492	fish scimitar	5
3493	fish stick	5
3494	fish bazooka	4
3495	sea salt crystal	2
3496	bazookafish bubble gum	1
3497	bottle of Pete's Sake	2
3509	scratch 'n' sniff unicorn sticker	1
3510	scratch 'n' sniff apple sticker	1
3511	scratch 'n' sniff UPC sticker	3
3512	scratch 'n' sniff wrestler sticker	1
3513	scratch 'n' sniff dragon sticker	1
3514	scratch 'n' sniff rock band sticker	1
3515	ganger bandana	1
3516	eel skin	2
3517	eelskin hat	5
3518	eelskin pants	5
3519	eelskin shield	5
3520	shark tooth	1
3521	shark tooth necklace	4
3522	shark jumper	3
3523	shark cartilage	3
3524	eel battery	1
3525	temporary teardrop tattoo	1
3531	rattlesnake enrager	1
3532	ant antidepressant	3
3533	cactus monocle	1
3534	Jawmaster 2000™	1
3551	straw hat	2
3552	octopus's spade	1
3553	soggy seed packet	1
3554	glob of green slime	1
3555	sea carrot	1
3556	sea cucumber	1
3557	sea avocado	1
3558	sea lychee	1
3559	sea tangelo	1
3560	sea honeydew	1
3561	pressurized potion of puissance	4
3562	pressurized potion of perspicacity	4
3563	pressurized potion of pulchritude	1
3564	berry-infused sake	3
3565	citrus-infused sake	1
3566	melon-infused sake	1
3567	slab of sponge	1
3568	sponge helmet	4
3569	spongy shield	4
3570	square sponge pants	5
3571	flytrap pellet	3
3573	six-armed sweater	3
3574	slimy chest	5
3575	sand dollar	2
3577	bezoar ring	5
3579	tiny ballet slippers	3
3588	sugar banana	4
3589	sugar lime	2
3590	sugar cherry	2
3591	Mer-kin hookspear	1
3592	Mer-kin takebag	1
3593	Mer-kin thingpouch	3
3594	Mer-kin killscroll	3
3595	Mer-kin fastjuice	2
3596	imitation crab crate	1
3597	imitation crab meat	1
3599	moist sailor's cap	3
3600	rusty speargun	4
3601	rusty compass	4
3602	rusty broken diving helmet	1
3603	rusty porthole	1
3604	rusty rivet	4
3606	rusty diving helmet	5
3608	live nautical mine	1
3610	imitation whetstone	1
3611	sea grease	1
3617	unstable DNA	4
3631	Gummi-DNA	1
3632	radioactive chew toy	3
3633	elven socks	4
3634	cheap elven gloves	3
3639	blob-shaped Crimbo cookie	3
3640	seaweed	1
3641	jamfish jam	2
3642	dragonfish caviar	3
3644	depleted Grimacite kneecapping stick	5
3650	toast with jam	1
3655	fin-bit wax	2
3675	Mer-kin pressureglobe	4
3676	Mer-kin foodbucket	2
3677	diving muff	1
3678	salinated mint julep	2
3679	ink bladder	2
3680	glowing esca	1
3684	tempura carrot	4
3685	tempura cucumber	4
3686	tempura avocado	4
3687	sea broccoli	1
3688	sea cauliflower	1
3689	tempura broccoli	4
3690	tempura cauliflower	4
3691	sea blueberry	1
3692	sea persimmon	1
3693	pressurized potion of perception	4
3694	pressurized potion of proficiency	1
3695	Mer-kin digpick	1
3696	anemone nematocyst	1
3697	high-pressure seltzer bottle	3
3698	velcro ore	1
3699	teflon ore	1
3700	vinyl ore	1
3702	marine aquamarine	3
3703	rusty valve wheel	5
3704	waterlogged bootstraps	5
3705	velcro broadsword	4
3706	velcro paddle ball	5
3707	velcro shield	4
3708	velcro boots	5
3709	non-stick pugil stick	4
3710	teflon spatula	5
3711	teflon shield	5
3712	teflon swim fins	5
3714	PVC staff	5
3715	vinyl shield	5
3716	vinyl boots	5
3717	decaying wooden oar	4
3718	giant fishhook	5
3719	rusty old lantern	5
3720	decaying wooden pole	4
3723	tarnished metal rod	4
3724	brittle plastic handle	5
3725	foggy glass globe	5
3726	possessed tomato	5
3727	Nardz energy beverage	3
3728	pile of gold coins	1
3729	hand grenegg	2
3730	caret	5
3731	glass gnoll eye	5
3732	cheap cigar butt	1
3733	manly bloomers	2
3734	Colon Annihilation Hot Sauce	4
3735	fat wallet	3
3736	enchanted handwarmer	1
3737	lucky lighter	4
3738	packet of beer nuts	4
3739	Boozehounds Anonymous token	2
3740	handful of bees	4
3742	jellyfish gel	1
3743	unstable quark	2
3744	software glitch	4
3746	vampire pearl	1
3749	concoction of clumsiness	1
3750	vampire pearl earring	4
3751	white chocolate chip brownies	1
3761	vampire pearl ring	4
3762	vampire pearl necklace	3
3763	slug of vodka	1
3764	slug of rum	1
3765	slug of shochu	1
3766	screwdiver	1
3767	dew yoana lei	3
3768	lychee chuhai	1
3769	salacious screwdiver	3
3770	dew yoana salacious lei	3
3771	salacious lychee chuhai	3
3772	Alewife™ Ale	1
3773	seaode	4
3775	Mer-kin pinkslip	4
3777	sea salt scrubs	4
3778	amber aviator shades	2
3779	hair of the fish	1
3780	nurse's hat	3
3781	blank prescription sheet	3
3782	bottle of melodramamine	2
3783	bottle of extra-strength melodramamine	5
3800	aquaviolet jub-jub bird	2
3801	crimsilion jub-jub bird	5
3802	charpuce jub-jub bird	4
3803	Mer-kin roundshield	1
3804	Mer-kin breastplate	1
3805	Mer-kin sneakmask	1
3806	Mer-kin prayerbeads	2
3807	Mer-kin hidepaint	2
3809	Mer-kin healscroll	1
3815	midget clownfish	4
3816	half-height unicycle	1
3817	sea radish	1
3818	halibut	4
3819	eel sauce	2
3821	glowing syringe	1
3822	fishy wand	4
3829	tempura radish	4
3831	Typical Tavern swill	1
3832	tropical swill	1
3833	fruity girl swill	1
3834	blended frozen swill	1
3842	out-of-tune biwa	1
3843	dented harmonica	1
3844	magic whistle	1
3845	cheap plastic blowgun	1
3846	jungle drum	3
3847	hippy bongo	1
3848	knob bugle	1
3849	4-dimensional guitar	1
3850	boxing glove	1
3851	boxing glove on a spring	2
3852	half-sized guitar	1
3853	big bass drum	1
3854	pixel boomerang	3
3855	world's smallest violin	1
3856	ocarina of space	1
3857	a butt tuba	2
3858	bone flute	1
3859	infernal fife	1
3860	charming flute	2
3861	leaf of grass	1
3862	grass whistle	1
3863	plastic guitar	1
3864	finger cymbals	1
3865	black kettle drum	1
3866	double-barreled sling	1
3867	magilaser blastercannon	1
3868	frigid hankyū	1
3869	ultimate ultimate frisbee	1
3870	stolen office supplies	1
3871	office-supply crossbow	2
3872	pocket theremin	1
3873	rave whistle	1
3914	turtle wax	1
3915	turtle wax shield	1
3916	turtle wax helmet	1
3917	turtle wax greaves	2
3918	meat shield	4
3919	turtlemail bits	1
3920	turtlemail coif	2
3921	turtlemail breeches	2
3922	turtlemail hauberk	2
3923	hedgeturtle	1
3924	spiky turtle helmet	4
3925	spiky turtle shoulderpads	3
3926	spiky turtle shield	4
3928	syncopated turtle	5
3943	infernal toilet brush	3
3944	shadowy seal eye	3
3964	tiny cell phone	1
3970	Abyssal ember	4
3972	frozen seal spine	4
3974	mannequin leg	2
3975	padded tortoise	1
3976	tortoboggan	1
3977	painted turtle	1
3978	painted shield	5
3979	sleeping wereturtle	1
3980	blue shell	1
3983	dueling turtle	2
3984	dueling banjo	5
3985	soup turtle	4
3986	samurai turtle	3
3987	samurai turtle helmet	5
3990	ancient turtle shell helmet	5
3994	security blankie	1
3997	dolphin whistle	2
3998	metrognome	2
4000	string of dingle balls	1
4001	agua de vida	4
4002	tortoboggan shield	5
4003	bottle of moontan lotion	1
4004	soup-chucks	5
4019	undissolvable contact lenses	2
4020	rusty piece of rebar	3
4037	slimy sweetbreads	1
4038	slimy fermented bile bladder	1
4039	slimy alveolus	3
4051	ring of teleportation	2
4052	glass of baboon milk	1
4053	banana milkshake	4
4054	White Hyborian	1
4055	goblin hunting spear	1
4056	goblin autoblowgun	1
4057	shiny tribal beads	1
4058	ancient stone fist	1
4059	ancient stone head	1
4083	cupcake-in-a-cup	1
4084	pool of liquid metal	1
4085	protein paste	1
4086	cyber-mattock	3
4087	facehugging alien	3
4088	X-37 gun	4
4089	neurostim pill	1
4090	physiostim pill	1
4095	green peawee marble	4
4096	brown crock marble	4
4097	red China marble	5
4098	lemonade marble	5
4099	bumblebee marble	5
4123	crown-shaped beanie	1
4124	hopping socks	1
4125	poodle skirt	4
4126	letterman's jacket	1
4132	sham champagne	1
4137	slime stack	1
4149	quadroculars	2
4150	lint	1
4151	dubious peppermint	3
4152	Elvish delight	1
4162	extra-strength rubber bands	1
4169	4-d camera	4
4185	slime convention flyers	1
4186	slime convention coupons	2
4187	slime convention pin	2
4188	slime convention t-shirt	3
4196	sea cowbell	2
4197	sea leather	1
4198	sea lasso	4
4199	sea cowboy hat	3
4200	grouper fangirl	4
4201	gill rings	1
4202	urchin roe	5
4203	pet anemone	2
4204	Mer-kin cheatsheet	4
4205	Mer-kin wordquiz	4
4206	brand new key	5
4207	brass dorsal fin	5
4208	skate skates	1
4209	skate skin	1
4210	roller skate decoy	5
4211	mermaid's purse	3
4212	underwater slingshot	1
4213	skate blade	1
4214	spangly unitard	1
4215	collapsible baton	4
4216	groupie lipstick	1
4217	groupie bra	3
4218	groupie spangles	2
4219	skate board	4
4220	S.A.V.E. flyer	1
4224	unspeakable lozenges	3
4225	roller skate doll	4
4230	bottle of Cochon Noir	5
4231	ice skate decoy	5
4232	ice skate doll	4
4234	silver paté knife	4
4235	silver salt-shaker	1
4236	can of sterno	3
4237	silver cheese-slicer	3
4238	fancy beef jerky	4
4239	pipe wrench	3
4240	gun cleaning kit	1
4241	sleep mask	2
4242	sock garters	2
4243	mariachi toothpaste	3
4244	heavy leather-bound tome	1
4245	leather bookmark	1
4246	ivory cue ball	4
4247	decanter of fine Scotch	5
4248	expensive cigar	5
4249	miniature tophat	3
4255	Wolfman Nardz	5
4256	spooky sap	1
4257	petrified wood	2
4258	chocolate-covered scarab beetle	2
4259	mulled cider	2
4273	ribbon candy	1
4280	Mer-kin sawdust	2
4281	Mer-kin bunwig	3
4329	bag of many confections	1
4340	Piddles	2
4341	BitterSweetTarts	1
4342	Polka Pop	4
4362	snow halo	2
4393	Crimbo peppermint bark	2
4394	Crimbo fudge	2
4395	Crimbo candied pecan	2
4397	brass crank handle	1
4438	hellseal whisker	1
4439	hellseal claw	1
4440	guard turtle shell	2
4441	crowbar	1
4442	spaghetti cult rosary	1
4443	spaghetti cult mask	1
4444	guard turtle collar	1
4445	spangly mariachi pants	2
4446	spangly mariachi vest	3
4447	spangly sombrero	1
4451	pointy red hat	1
4452	machetito	3
4453	lawnmower blade	4
4456	snowball	3
4457	snailmail bits	1
4458	snailmail coif	3
4459	snailmail breeches	5
4460	snailmail hauberk	3
4461	seal-brain elixir	3
4486	BRICKO pearl	3
4487	BRICKO bulwark	2
4491	black BRICKO brick	4
4492	green BRICKO brick	5
4496	extra-heavy BRICKO brick	2
4497	recording of The Ballad of Richie Thingfinder	4
4498	recording of Benetton's Medley of Diversity	1
4499	recording of Elron's Explosive Etude	1
4500	recording of Chorale of Companionship	4
4501	recording of Prelude of Precision	1
4502	recording of Donho's Bubbly Ballad	1
4503	recording of Inigo's Incantation of Inspiration	4
4517	yellow matter custard	1
4518	delicious comfit?	1
4520	flamingo mallet	5
4521	croquet hedgehog	3
4522	Tiger-lily's milk	1
4523	eye of the Tiger-lily	1
4524	powdered wig	1
4525	powdered donut	1
4526	bucket of honey	1
4527	elephant stinger	1
4528	dragon snaps	1
4529	snapdragon pistil	2
4531	rook cookie	3
4532	bishop cookie	4
4533	knight cookie	3
4534	king cookie	4
4535	queen cookie	4
4561	can of depilatory cream	4
4565	raisin	1
4566	tiny fly glasses	5
4575	bugged beanie	2
4576	bugged balaclava	2
4578	meat st‰¿bing club	2
4580	old school Mafia knicke½æ	5
4582	fat bottom quark	1
4584	six tiny wedges of goat cheese	1
4586	boulder	2
4587	tiny goth giant	5
4588	brown pixel	1
4589	pixel whip	1
4594	pixel cross	2
4595	pixel holy water	4
4601	plastic cup of beer	1
4617	miniature pruning shears	1
4618	plastic cup of flat beer	5
4620	portable motorcycle	1
4623	chocolate-covered caviar	1
4624	pawn cookie	1
4649	chiptune guitar	4
4650	fixed-gear bicycle	2
4651	ironic moustache	1
4652	ironic knit cap	3
4653	ironic oversized sunglasses	4
4654	ironic battle spoon	1
4655	ironic jogging shorts	1
4656	mole skin notebook	4
4659	blackberry galoshes	3
4660	trout fang	2
4661	poisonous caviar	1
4665	hot plate	1
4666	imp unity ring	1
4698	imp air	3
4699	bus pass	3
4710	immense ballet shoes	3
4713	popsicle stick	1
4714	lemon popsicle	1
4715	orange popsicle	1
4716	strawberry popsicle	1
4717	liver popsicle	1
4718	mariachi hat	1
4719	Hollandaise helmet	1
4721	microwave stogie	3
4722	liver and let pie	1
4723	badass pie	3
4724	shoo-fish pie	3
4725	piping organ pie	2
4726	igloo pie	2
4727	stomach turnover	1
4728	dead lights pie	1
4729	throbbing organ pie	1
4733	kitty sheet music	5
4735	tiny prop sword	3
4737	beer-soaked mop	1
4738	day-old beer	1
4739	plain old beer	1
4740	overpriced "imported" beer	1
4741	smiling rat	3
4742	rat tooth polish	3
4743	bone chips	1
4758	candy skeleton	1
4766	pumpkin bomb	4
4767	shin gourds	4
4821	circular CRIMBCOOKIE	1
4828	S.L.E.I.G.H.B.E.L.L.S.	3
4829	robot reindeer protocol P.R.A.N.C.E.R.	1
4830	robot reindeer protocol D.A.S.H.E.R.	3
4831	robot reindeer protocol D.O.N.N.E.R.	2
4832	robot reindeer protocol V.I.X.E.N.	1
4833	robot reindeer protocol C.U.P.I.D.	5
4834	robot reindeer protocol D.A.N.C.E.R.	3
4835	robot reindeer protocol C.O.M.E.T.	3
4836	robot reindeer protocol B.L.I.T.Z.E.N.	2
4837	robot reindeer protocol R.U.D.O.L.P.H.	3
4839	triangular CRIMBCOOKIE	1
4840	square CRIMBCOOKIE	2
4853	holly-flavored Hob-O	2
4938	quake of arrows	3
4941	Knob jelly donut	1
4948	GOTO	1
4949	weremoose spit	1
4950	abominable blubber	1
4951	flimsy clipboard	1
4952	baggie of powdered sugar	2
4953	whalebone corset	1
4954	oven mitts	1
4955	overcookie	1
4956	philosopher's scone	1
4957	half-baked potion	1
4958	Knob Goblin deluxe scimitar	1
4959	Knob nuts	1
4960	Cobb's Knob Wurstbrau	1
4963	solid state loom	2
4967	Alice's Army Swordsman	2
4968	Alice's Army Spearsman	2
4969	Alice's Army Halberder	2
4970	Alice's Army Guard	2
4971	Alice's Army Wallman	2
4972	Alice's Army Ninja	2
4973	Alice's Army Alchemist	2
4974	Alice's Army Page	1
4975	Alice's Army Shieldmaiden	2
4976	Alice's Army Mad Bomber	1
4977	Alice's Army Nurse	2
4978	Alice's Army Hammerman	4
4979	Alice's Army Bowman	4
4980	Alice's Army Lanceman	4
4981	Alice's Army Horseman	4
4982	Alice's Army Coward	4
4983	Alice's Army Cleric	4
4989	Alice's Army Foil Spearsman	5
4993	Alice's Army Foil Ninja	5
5012	Ye Wizard's Shack snack voucher	2
5013	wasabi pocky	2
5014	tobiko pocky	1
5015	natto pocky	1
5016	wasabi-infused sake	1
5017	tobiko-infused sake	1
5018	natto-infused sake	1
5019	wasabi marble soda	4
5020	tobiko marble soda	3
5021	natto marble soda	4
5023	elderly jawbreaker	1
5052	handful of numbers	4
5055	obnoxious riddle	5
5062	creepy voodoo doll	3
5064	Salsa de las Epocas	2
5065	spaghetti con calaveras	2
5066	s'more gun	5
5073	Russian Ice	2
5074	giant clay ashtray	3
5075	orange leather lanyard	3
5076	monster pants	4
5077	box of Pokëmann band-aids	4
5078	Pokëmann band-aid	5
5079	Van der Graaf helmet	3
5080	electric crutch	4
5081	shock belt	1
5082	Okee-Dokee soda	4
5083	rubber band gun	4
5084	pin-stripe slacks	1
5085	sticky gloves	5
5086	correction fluid	4
5102	willyweed	3
5103	Nuclear Blastball	1
5104	fish juice box	5
5105	paint bomb	4
5109	stress ball	2
5110	Li'l Businessman Kit	5
5111	Ultracolor™ shirt	5
5115	rusty hedge trimmers	2
5120	Massive Manual of Marauder Mockery	4
5125	Notes from the Elfpocalypse, Chapter I	1
5126	Notes from the Elfpocalypse, Chapter II	1
5127	Notes from the Elfpocalypse, Chapter III	1
5128	Notes from the Elfpocalypse, Chapter IV	1
5129	Notes from the Elfpocalypse, Chapter V	2
5130	Notes from the Elfpocalypse, Chapter VI	1
5132	elven hardtack	1
5133	elven squeeze	1
5157	Comet Drop	2
5166	tiny top hat and cane	1
5169	elven medi-pack	1
5170	transporter transponder	4
5173	elven magi-pack	1
5189	double-ice gum	1
5224	Ur-Donut	3
5225	The Bomb	4
5226	box of Familiar Jacks	4
5227	bucket of wine	5
5228	ultrafondue	2
5229	unbearable light	3
5230	oversized snowflake	3
5231	crystal skull	4
5232	borrowed time	4
5233	box of hammers	4
5234	shining halo	4
5235	furry halo	4
5236	frosty halo	4
5237	time halo	4
5238	Lumineux Limnio	1
5239	Morto Moreto	3
5240	Temps Tempranillo	4
5241	Bordeaux Marteaux	1
5242	Fromage Pinotage	2
5243	Beignet Milgranet	2
5244	Muschat	3
5245	cool jelly donut	2
5246	shrapnel jelly donut	3
5247	occult jelly donut	3
5248	thyme jelly donut	5
5249	frozen danish	2
5250	smashed danish	2
5251	forbidden danish	3
5252	cool cat claw	3
5253	blunt cat claw	3
5254	shadowy cat claw	3
5255	cheezburger	2
5256	toasted brie	5
5257	potion of the field gar	4
5258	too legit potion	4
5259	Bright Water	4
5260	cold-filtered water	4
5261	graveyard snowglobe	4
5262	cool cat elixir	4
5263	potion of the captain's hammer	4
5264	potion of X-ray vision	4
5265	potion of the litterbox	4
5266	potion of animal rage	4
5267	potion of punctual companionship	4
5268	holy bomb, batman	4
5269	bobcat grenade	5
5270	chocolate frosted sugar bomb	4
5271	broken glass grenade	5
5272	noxious gas grenade	5
5273	skull with a fuse in it	4
5274	boozebomb	4
5275	hammerus	3
5276	blunt icepick	4
5277	fluorescent lightbulb	3
5278	blammer	3
5279	clock-cleaning hammer	4
5280	4:20 bomb	4
5281	broken clock	2
5282	dethklok	3
5283	glacial clock	4
5291	generic healing potion	2
5292	generic mana potion	1
5293	generic restorative potion	1
5296	slightly thicker filthy rags	3
5300	Interview With You (a Vampire)	4
5342	The Cooler Out of Space	4
5345	Necbro wafers	1
5378	spruce juice	1
5380	lollipop stick	1
5385	strawberyl	5
5393	scrap of sticky paper	4
5394	sandpaper	4
5406	cane-mail pants	5
5414	licorice boa	1
5443	miniscule beatbox	4
5526	Atomic Pop	1
5527	tiny do-rag	1
5528	whimpering willow bark	2
5529	berries of suffering	1
5530	baobab sap	5
5531	cup of hickory chicory	3
5532	magnolia blossom	2
5533	Mortimer's nostrum	5
5534	Barulio's bottle	2
5535	Marvin's marvelous pill	4
5537	purple prose pen	4
5538	half-empty carton of milk	1
5540	desktop zen garden	5
5541	Vivian's Vitamin	5
5542	pink-belly slapper	2
5555	fireclutch	3
5568	frayed ninja rope	1
5569	dull ninja crampons	1
5570	loose ninja carabiner	1
5573	Drac &amp; Tan	2
5574	Transylvania Sling	1
5575	Shot of the Living Dead	2
5576	Buttery Knob	2
5577	Slippery Knob	2
5578	Flaming Knob	2
5579	Grasshopper	1
5580	Locust	1
5581	Plague of Locusts	1
5582	Red Dwarf	2
5583	Golden Mean	2
5584	Green Giant	2
5585	Aye Aye	1
5586	Aye Aye, Captain	2
5587	Aye Aye, Tooth Tooth	2
5588	Humanitini	1
5589	More Humanitini than Humanitini	2
5590	Oh, the Humanitini	2
5591	Great Older Fashioned	1
5592	Fuzzy Tentacle	2
5593	Crazymaker	2
5594	Zoodriver	1
5595	Sloe Comfortable Zoo	2
5596	Sloe Comfortable Zoo on Fire	2
5597	Suffering Sinner	2
5598	Suppurating Sinner	1
5599	Sizzling Sinner	2
5600	Firewater	1
5601	Earth and Firewater	2
5602	Earth, Wind and Firewater	2
5603	Slimosa	1
5604	Extra-slimy Slimosa	1
5605	Slimebite	2
5606	Cement Mixer	1
5607	Jackhammer	2
5608	Dump Truck	2
5609	Fauna Libre	1
5610	Chakra Libre	2
5611	Aura Libre	2
5612	Sazerorc	1
5613	Sazuruk-hai	1
5614	Flaming Sazerorc	1
5615	Green Velvet	2
5616	Green Muslin	1
5617	Green Burlap	2
5618	Mohobo	2
5619	Moonshine Mohobo	1
5620	Flaming Mohobo	2
5621	Drunken Philosopher	1
5622	Drunken Neurologist	2
5623	Drunken Astrophysicist	2
5624	Dark &amp; Starry	2
5625	Black Hole	2
5626	Event Horizon	4
5627	Herring Daiquiri	1
5628	Herring Wallbanger	2
5629	Herringtini	2
5630	Lollipop Drop	2
5631	Candy Alexander	3
5632	Candicaine	3
5633	Caipiranha	1
5634	Flying Caipiranha	2
5635	Flaming Caipiranha	2
5636	Punchplanter	1
5637	Doublepunchplanter	2
5638	Haymaker	2
5640	crystal decanter	1
5641	glowing fungus	1
5642	ancient poisoned dart	1
5643	stone wool	3
5646	ancient calendar fragment	5
5647	ancient calendar	5
5654	nailswurst	1
5655	used beer	1
5670	fettucini épines Inconnu	1
5671	slap and slap again	1
5675	watered-down Red Minotaur	1
5676	pool torpedo	1
5677	Ze™ goggles	1
5679	stylish swimsuit	1
5681	P.B.L.T.	1
5686	quantum nanopolymer spider web	3
5689	drone self-destruct chip	1
5691	pacification grenade	4
5702	little wooden mannequin	3
5703	crayon shavings	1
5719	smoking grass	3
5736	Drizzlers™ Black Licorice	1
5737	daub-breaker	2
5740	bag of GORP	1
5741	water purification pills	1
5742	Camp Scout pup tent	2
5743	CSA scoutmaster's "water"	1
5744	bag of GORF	1
5746	bag of QWOP	3
5747	CSA bravery badge	1
5748	CSA all-purpose soap	4
5749	CSA cheerfulness ration	1
5750	CSA obedience grenade	1
5752	crappy brain	1
5753	decent brain	1
5754	good brain	1
5762	flaming nose	3
5775	shiny gold fronts	1
5779	keel-haulin' knife	2
5780	ancient ice cream scoop	2
5781	soft green echo eyedrop antidote martini	3
5794	Enchanted Plunger	1
5795	Enchanted Flyswatter	1
5796	Gearhead Goo	1
5797	Missing Eye Simulation Device	1
5798	Gnollish Crossdress	1
5799	eldritch dough	1
5800	Charity's choker	1
5801	Smart Bone Dust	1
5802	perpendicular guano	1
5803	White Chocolate Golem Seeds	1
5804	Shivering Chèvre	1
5805	giant breath mint	1
5806	enchanted muesli	1
5807	glass of warm milk	1
5808	glass of gnat milk	1
5809	Knob Goblin Mutagen	1
5810	Tears of the Quiet Healer	1
5811	giant tube of black lipstick	1
5812	skelelton spine	1
5813	smut orc sunglasses	1
5814	blob of acid	1
5815	flayed mind	1
5816	kobold kibble	1
5817	forest spirit rattle	1
5818	Stone Golem pebbles	1
5819	spooky gravy fairy warlock hat	1
5820	bull blubber	1
5821	frog lip-print	2
5822	gazely stare	1
5823	tiny canopic jar	1
5824	clove-flavored lip balm	1
5825	Skullery Maid's Knee	1
5826	zombie hollandaise	1
5827	skeletal banana	1
5828	gilt perfume bottle	1
5829	janglin' bones	1
5830	pygmy papers	1
5831	pygmy dart	1
5832	secret mummy herbs and spices	1
5833	brigand brittle	1
5834	holistic headache remedy	1
5835	scrunchie tourniquet	1
5836	embezzler's oil	1
5837	Fu Manchu Wax	1
5838	Iiti Kitty Gumdrop	1
5839	ravenous eye	1
5840	Rogue Windmill Rouge	1
5841	A muse-bouche	1
5842	gold toothbrush	1
5843	pirate cream pie	1
5844	una poca de gracia	1
5845	compressed air canister	1
5846	salt water taffy	1
5847	unholy water	1
5848	Bangyomaman battle juice	1
5849	handyman "hand soap"	1
5850	space marine flash grenade	1
5851	temporary tribal tattoo	1
5852	oil-filled donut	1
5853	stick-on gnome beard	1
5854	BRICKO stud	1
5855	Osk'r Chow	1
5856	Scuba Snack	1
5857	grey cube	1
5858	votive candle	1
5859	booby trap	1
5860	Agent Corrigan's cigarette	2
5861	good ash	1
5863	Rad Lib	3
5881	skeleton	3
5882	skeleton skis	4
5883	skeleton quiche	4
5886	Bonestabber	5
5887	crystal skeleton vodka	4
5889	auxiliary backbone	5
5891	ribcage rollcage	1
5892	that gum you like	1
5894	Little Crimson Book	2
5896	blue canary nightlight	3
5911	nanorhino credit card	3
5923	plastic ingot	3
5924	electrical thingamabob	3
5935	tiny plastic Beebee King	1
5936	tiny plastic Queen Bee	1
5937	tiny plastic Wu Tang the Betrayer	4
5938	tiny plastic Clancy the Minstrel	1
5939	tiny plastic Battlesuit Bugbear Type	1
5940	tiny plastic spiderbugbear	1
5941	tiny plastic peacannon	1
5942	tiny plastic the Free Man	1
5943	tiny plastic fire servant	4
5944	tiny plastic mumblebee	1
5945	tiny plastic moneybee	1
5946	tiny plastic beebee gunners	1
5947	tiny plastic beebee queue	1
5948	tiny plastic buzzerker	1
5949	tiny plastic bee swarm	1
5950	tiny plastic batbugbear	3
5951	tiny plastic bugaboo	1
5952	tiny plastic Ancient Unspeakable Bugbear	3
5953	tiny plastic black ops bugbear	1
5954	tiny plastic hypodermic bugbear	1
5955	tiny plastic cavebugbear	1
5956	tiny plastic Norville Rogers	1
5957	tiny plastic Scott the Miner	1
5958	tiny plastic angry space marine	4
5959	tiny plastic Charity the Zombie Hunter	3
5960	tiny plastic Father McGruber	4
5961	tiny plastic Hank North, Photojournalist	2
5962	tiny plastic blazing bat	4
5978	slice of pizza	2
5979	huge gold coin	1
5980	cartoon heart	2
5981	gold star	2
5982	tankard of ale	1
5983	vial of holy water	1
5985	iron dagger	5
5986	hamburger	1
5987	dollar-sign bag	1
5988	red potion	4
5989	blue potion	4
5990	bottle of wine	2
5991	round blue bomb	1
5992	iron helmet	3
5993	steel sword	3
5994	whole roasted chicken	4
5995	massive gemstone	1
5996	extra-strength red potion	5
5997	fancy blue potion	3
5998	shining goblet	2
5999	fireball	2
6000	gold crown	3
6001	flaming sword	3
6011	orc wrist	1
6012	freshwater pearl necklace	1
6013	orcish stud-finder	1
6014	screwing pooch	1
6015	orcish hand lotion	1
6016	orcish rubber	1
6017	orcish nailing lube	1
6018	backwoods screwdriver	1
6020	Claybender glasses	1
6021	Duskwalker fangs	1
6022	Space Tourist Phaser	1
6023	Whoompa Fur Pants	1
6024	Whatsian Ionic Pliers	1
6025	Polysniff Perfume	1
6026	Duskwalker syringe	1
6027	Space Tours Tripple	1
6028	Battlie Light Saver	1
6029	T.U.R.D.S. Key	1
6030	dress pants	1
6031	badge of authority	1
6032	giant motorcycle boots	1
6033	stolen necklace	1
6034	troll britches	1
6035	vial of The Glistening	1
6036	artisanal limoncello	1
6037	creepy ginger ale	2
6038	incredible pizza	2
6039	oil cap	1
