4
# effect id	name	image	descid	quality	attributes	default action
1479	Smithsness Cheer	pitcher.gif	3a1466f4da531d2f0c2d6dbbe0eac90a	neutral	nohookah	drink 1 Irish Coffee, English Heart
1480	Jittery	coffeecup.gif	485fac0c54a59ca331f768cc9ea1158d	good	none	eat 1 cup of lukewarm tea|cargo effect Jittery
1481	Forbear, Warbears!	angry.gif	313cbc275b418e05d47f7c95f5c0cfd9	neutral	none	eat either 1 Peppermint Nutrition Block, 1 Gingerbread Nutrition Block, 1 Cinnamon Nutrition Block
1482	Loaded Forwarbear	campfire.gif	48a1293c0dbbb01bf76f2507b4ae4523	neutral	none	drink either 1 Fortified Eggnog Slurry, 1 Hot Buttered Rum, 1 Spicy Hot Chocolate
1483	Nuts about Candy	candynuts.gif	d14e51d25f25275e0c0cd99a67adc3dc	good	none	use 1 candied nuts|cargo effect Nuts about Candy
1484	Bolts about Candy	candybolts.gif	cd1dc4f3e9bfc1d3e99016a7b91ef6c9	good	none	use 1 candied bolts
1485	Robocamo	wbhex.gif	0d17b4a6ae786765efc7378f80fe7b0c	good	none	use 1 warbear robo-camouflage unit
1486	Polar Express	wbcola.gif	746eececed3413261ea31ca92209466e	good	none	use 1 Cloaca Cola Polar
1487	Don't Step to Your Stepmother	angry.gif	d0fd68db267370e76afb4741bafccae7	good	none	use 1 glass slipper
1488	Warbear Hunter	wbhat4.gif	4fb1858369eeb8839e418a0a9e636bd1	neutral	none	use 1 warbear superpotion
1489	Gingerbread Robust	c13cookie1.gif	d70c7005ccd4276a021cd634d20bc6d3	good	none	eat 1 gingerbread robot
1490	Petit Force	c13cookie2.gif	934aa3cc120f90a36618c7a5f35e7a6b	good	none	eat 1 petit 4.1
1491	Nut-Rition	c13cookie3.gif	7424582a3e9202026e840bfccb7274a8	good	none	eat 1 nut-shaped Crimbo cookie
1492	Reassured	reassured.gif	671ff2f265a9a566b00a976180372a3e	good	nohookah	# having Psychokinetic Hug cast on you
1493	Eyes for Miles	eyes.gif	889ae743a4d0cc14105c135476fa0a66	good	none	use 1 warbear liquid lasers
1494	New and Improved	light.gif	d09b7ced217029dae850045f1d238d94	good	none	use 1 warbear rejuvenation potion
1495	Rolando's Rondo of Resisto	resisto.gif	b19edbdc0f692aca0840c72949fefa0b	good	song,nohookah	use 1 recording of Rolando's Rondo of Resisto
1496	Soles of Glass	glassslipper.gif	1b0f0ec668f5f70c96c4f55de8c61fff	good	none	grim init
1497	Angry like the Wolf	wolfmask.gif	a8f0f79de690532da8d2e80d12b2b83e	good	none	grim hpmp
1498	Grumpy and Ornery	angry.gif	a7d08fbe7e345a227857cd9135b788a7	good	none	grim damage
1499	Frosty	frostflower.gif	96acd407d01178a54bda490e1c1561e2	neutral	none	use 1 frost flower
1500	Snow Shoes	snowcleats.gif	54fb4f652159642ad0f30620af017189	neutral	none	use 1 snow cleats
1501	Ice Packed	snowflake.gif	b89596dab94f72256f21840f3a1f4f7b	good	none	use 1 liquid ice pack
1502	Berry Berry Cold	snowberries.gif	a2364ea596a977d372c77b1af7206905	good	none	eat 1 snow berries
1503	Icy Demeanor	iceharvest.gif	fb3ab3e04e2a414c59075e333f35dd34	good	none	eat 1 ice harvest
1504	Snow Fortified	snowfort.gif	e93fdb6c60c4c23ca17194151dcc61b8	good	nohookah	# rollover effect from Snow Fort
1505	Skull Full of Hot Chocolate	smartskull.gif	1c9209273b920040572d06208b4d39de	good	nohookah	eat 1 Skully's hot chocolate
1506	Puckered Up	scpowder.gif	ff6bd325dc34a8c0a3d26bf198aa7cab	good	none	use 1 sour powder
1507	Sweet Tooth	juice.gif	13ee76889ad55d0355d1ed05d320ee81	good	none	drink 1 snakebite
1508	Pecan Pied Piper	pecanpie.gif	edf7471c51c3a52079f19fd2df750c38	good	none	eat 1 pecan pie
1509	Improved Candy Vision	chococarrot.gif	99e4260655dff20a4fc9942f775644cc	good	none	eat 1 candy carrot
1510	Sweet Nostalgia	calendar.gif	ad2380f472379aff4801da2dd9d1d30f	good	none	drink 1 mulled berry wine
1511	Sourpuss	blackcat.gif	8df9ad83a9170f099dc5172edd0353ab	good	none	use 1 lemonhead caviar|cargo effect Sourpuss
1512	Sweet Taste	breath.gif	4e9ed01de7cd42e5b61e52d32fc9a95b	good	none	use 1 small gummi fin
1513	Gummi Badass	gummifang.gif	518fdacd5c59a3c3f65159be2f377c25	good	none	use 1 gummi fang
1514	High Blood Chocolate Content	martini.gif	d05608302ed1e950fc9f1cb4d66bbf5c	good	none	drink 1 chocotini
1515	Hare-Brained	hare.gif	fc1d8018dbb987f7fe731f3dc92402ad	neutral	nohookah	# use 1 grimstone mask and pick hare
1516	Polonoia	trophy.gif	8051a251514e0a2d56b4f5b1081c83b7	neutral	none	use 1 polo trophy
1517	You're Not Cooking	5alarm.gif	1e0ce86b4ead7ec72e8cad58f3056d96	good	none	eat 1 fireman's lunch
1518	Cold Throat	jarl_icsandwich.gif	2db4d24aca055d5d39b1efe2c9310dc6	good	none	eat 1 ice cream sandwich
1519	Egg Burps	egg.gif	e58bde7795aac6b425d4300a97a0c0df	good	none	eat 1 plumber's lunch
1520	Night of the Nachos	jarl_nachos.gif	52ff8259bd96098b2b37bcb18335a840	good	none	eat 1 nachos of the night
1521	Greasy Visage	manwich.gif	3f41c1fbe67aec22203d8cb445fe48e0	good	none	eat 1 can of Adultwitch&trade;
1522	Wreathed in Smoke	puff.gif	986517ae0aa8e3092d670add5e399db6	good	none	use 1 smudge stick|cargo effect Wreathed in Smoke
1523	Medieval Mage Mayhem	swords.gif	01f37903ec36954a9760d0d7c03555cb	good	none	use 1 scroll case|cargo effect Medieval Mage Mayhem
1524	Grape Expectations	grapes.gif	136e0b819ca5d6c4b235773948e3b707	good	none	use 1 jug of &quot;wine&quot;
1525	Wallflowering	wallshield.gif	c1523388efe838f1488a732aa4e889ae	good	none	use 1 portable wall
1526	Rumpel-pumped	potion5.gif	6918fad1a568448b8415d255b295396e	good	nohookah	use 1 R&uuml;mpelstiltz
1527	Outer Wolf&trade;	wolfcologne.gif	2c2e97dafe42ecc74abcf34e2f658526	good	none	use 1 Outer Wolf&trade; cologne
1528	Beta Carotene Overdose	carrot.gif	a1cd039e46bc396a7504be504a77dd9f	good	none	use 1 hi-octane carrot juice
1529	Witch Breaded	jarl_slicedbread.gif	4a9abdb7924970063747d4025eff3830	good	none	eat 1 witch's bread
1530	Hare-o-dynamic	hairbrush.gif	7ad1f1d35dc38d8a511481bd473243a5	good	none	use 1 hare brush
1531	Witch's Brood	coffeecup.gif	d7155b6c8d8cf7fc7fb005d8f2b9d027	good	none	use 1 witch's brew
1532	Crappily Disguised as a Waiter	chestache.gif	14f0260953749d2185ccab8a686c9b00	neutral	none	use 1 crappy waiter disguise
1533	Ancient Annoying Serpent Poison	scharm.gif	81d92825729f8b3a913133c18e37a74c	bad	none	# meeting Shen Copperhead in The Copperhead Club
1534	The Two-Prong Crown	2prongcrown.gif	eb5ac31ab71f6d851ba6e2b395322263	good	none	drink 1 Green Manalishi
1535	Eagle Eyes	eyes.gif	b2db391aa37a0a2cadf4dc1e9b6d903d	good	none	use 1 eagle feather
1536	Larger	pill.gif	a8f6bbf1b3359ec5e91829637650b732	good	none	# use 1 one pill (sometimes)
1537	Small	pill.gif	a4436a4a5ee102cda7bdce04a5ec6631	neutral	none	# use 1 one pill (sometimes)
1538	Helping Comes Second	sweetroll.gif	2435e53ca950f69bf7f069627890c809	good	none	eat 1 sweet roll Alabama
1539
1540	Musky	stench.gif	faca8778bf8bda40e122a68e4dfa334b	good	none	use 1 lynyrd musk
1541	One For Tea	coffeecup.gif	c843df026dcac1c38beea90f2a2385e7	good	none	eat 1 tea for one|cargo effect One For Tea
1542	The Dark Lord Rides in Force Tonight	skull.gif	2d5d6f72ccf5ddea76563cb4d4defda9	good	none	drink 1 bottle of Evermore
1543	Punchy, Murdery	chamfluteu.gif	1504d874c798baf947ead969d957a2b8	good	none	drink 1 Murderer's Punch
1544	Red Lettered	redletter.gif	356ddc655212d08ff92c46d83dd74ca3	neutral	none	use 1 red letter
1545	Unmuffled	puff.gif	90d30cad0848f0bba514ee10a314f46e	neutral	nohookah	cast 1 Rev Engine
1546	Muffled	puff.gif	503a12c351437b8222fbf21d503d7660	neutral	nohookah	cast 1 Rev Engine
1547	Of Course It Looks Great	comb.gif	4247055cc289371ebc90aea1918be9a0	good	nohookah	cast 1 Check Hair
1548	All Revved Up	engine.gif	c03847a27acc6aeb75396f6b377232b9	good	nohookah	cast 1 Rev Engine
1549	Biker Swagger	swagger.gif	eaa6b258b1a4b9da5db2ae31392a3520	neutral	nohookah	cast 1 Biker Swagger
1550	Living Fast	fast.gif	9bcf5b01e28eaa05b9519bbd60c6500e	neutral	none	cast 1 Live Fast
1551	Brooding	brood.gif	4904020a24d6ebc1085fa5484d6db58c	neutral	nohookah	cast 1 Brood
1552	Jukebox Hero	jukebox.gif	80bb09a70dda2a2b0aa8538ae933d3d8	good	nohookah	# cast Fix Jukebox in combat
1553	Slicked-Back Do	slickback.gif	733893084c2634dc395c540ae9204929	good	none	# cast Check Mirror
1554	Pompadour	petepadour.gif	a1d6cd8bd17acbe235f3a9b679871d15	good	nohookah	# cast Check Mirror
1555	Cowlick	cowlick.gif	6345c69dfd1bcd34dc51c4b92a842aa0	good	nohookah	# cast Check Mirror with 20+ Love
1556	Fauxhawk	fauxhawk.gif	89ac380320f6108fc8680dc6318bb09f	good	nohookah	# cast Check Mirror with 20+ Hate
1557	Bored With Explosions	explode.gif	4f7a830edacc2436623b313a571f7b68	neutral	nohookah,nopvp	# cast Walk Away From Explosion in combat
1558	Ashen	hotrags.gif	41fd29242e96444eff26393c15b4c16a	neutral	none	use 1 pile of ashes
1559	Extra-Thick Blood	redcells.gif	7043b17651302228b34b952f000245f0	good	none	use 1 red blood cells|cargo effect Extra-Thick Blood
1560	Seeing Red	bigredeye.gif	6fe7958c7893ac4a315469d4915b573b	good	nohookah	use 1 red eye
1561	It's Not Even Funny	11.gif	688a39853a1b268b73394bf53badd30a	good	nohookah	drink 1 mini-martini
1562	Digitalis, Dig It	foxglove.gif	7df47f4e881611478b07795344dcfc4f	good	nohookah	use 1 red foxglove
1563	EVISCERATE!	windupdalek.gif	64509743f6af073b6dd20ba3a9806ff6	good	none	use 1 wind-up Whatsian robot
1564	Fangs and Pangs	windupfangs.gif	f960e95b0dea4897621ee39476281dac	good	none	use 1 wind-up vampire teeth
1565	Good Motivator	windupr2d2.gif	7b619a3e4a85726bb6eea1d04fda6d9a	good	none	use 1 wind-up navigation droid
1566	Well Owl Be!	windupowl.gif	e782f4cc3880f396e6fe59d0c115cbab	good	none	use 1 wind-up owl
1567	Red-Shirted Escort	windupensign.gif	dc17c9b50faf39da53dd21319077239f	good	none	use 1 wind-up ensign
1568	Greasy Peasy	groosegrease.gif	c7e1b840864943c96a5b30340db41161	good	none	use 1 robot grease
1569	Puddingface	puttypudding.gif	00392bc79e7c8b35ee02285e1cffbb3a	good	none	eat 1 amok pudding
1570	It's Ridiculous	11.gif	a4bca522ab018b620d55d665d05fcbf0	good	nohookah	use 1 can of V-11
1571	Once Bitten Twice Fried	lightning.gif	c3d066600f508b1cb25b3676026c4b1c	good	none	drink 1 electric snakebite
1572	Angry Bone	bigbone.gif	a2f2c6ba61e0d3c7e6510a41ffaab081	good	none	use 1 funny bone
1573	Gunky Dory	gunkychicken.gif	6b92ab0508e4778b3521dfd5c141dec9	good	none	eat 1 gunky chicken
1574	Permanent Halloween	record.gif	8aebe4e4ebe8abeaf9732029b6b78933	good	none	use 1 spooky sound effects record
1575	Held Closer	tinydancer.gif	3736bbfc69923e3f2636c75a1880d128	good	none	use 1 tiny dancer
1576	Moose Wisdom	reindeer.gif	c79edf4917f000ec7ad5954b4e63de8b	good	none	use 1 moose thought
1577	Browbeaten	angry.gif	8dd72dbc026f425dc0c1f611b0fc9a86	good	none	use 1 old eyebrow pencil
1578	Rosewater Mark	henna.gif	8a91d52e62469818d08d8bdd41b56111	good	none	use 1 old rosewater cream
1579	Sepia Tan	lotion.gif	4f554939e1de2844d50364f31f4bc224	good	none	use 1 old bronzer
1580	Fire Inside	hotcoal.gif	48161c6147069c2092eaeaa921b78de8	good	none	use 1 hot coal
1581	Funky Coal Patina	disease.gif	2d54480e5b598464064afda410ad1b81	good	none	use 1 coal dust|cargo effect Funky Coal Patina
1582	Bloodstain-Resistant	chapstick.gif	bd1a41c8b3ca3e893ab18835e9835710	good	none	use 1 bloodstain stick
1583	Hardened Fabric	hardener.gif	e1867786a46ac85d7ac4daa28d335e86	good	none	use 1 fabric hardener
1584	Industrial Strength Starch	box1.gif	31656485a0168a941731b595d97319ea	good	none	use 1 industrial strength starch
1585	It Tickles!  It Tickles!	manglefinger.gif	a7d735fef459ede6a290c0a298f4b934	good	none	use 1 mangled finger
1586	Human-Human Hybrid	dna.gif	455a48d85df002dd24d899acb1fb077f	good	none	use 1 Gene Tonic: Dude
1587	Human-Beast Hybrid	dna.gif	ce16a1db58a85c824bb054aa9ffec3e2	good	none	use 1 Gene Tonic: Beast
1588	Human-Machine Hybrid	dna.gif	f91d197834145d929be554c3f04f6df5	good	none	use 1 Gene Tonic: Construct
1589	Human-Undead Hybrid	dna.gif	561232e82a27070b74234a800bed030a	good	none	use 1 Gene Tonic: Undead
1590	Human-Humanoid Hybrid	dna.gif	a325d4475fb5d04a429eef9b1ae0ebf6	good	none	use 1 Gene Tonic: Humanoid
1591	Human-Insect Hybrid	dna.gif	f38cd49774c8bf4fb078566bfbcbe1c5	good	none	use 1 Gene Tonic: Insect
1592	Human-Hippy Hybrid	dna.gif	9cbcc1ce47c10a74999ce8176ac28740	good	none	use 1 Gene Tonic: Hippy
1593	Human-Orc Hybrid	dna.gif	70bd70ae9c97e283e0dd0b69761527a3	good	none	use 1 Gene Tonic: Orc
1594	Human-Demon Hybrid	dna.gif	c9e158dd212e574b5d8994a4ecceeb96	good	none	use 1 Gene Tonic: Demon
1595	Human-Horror Hybrid	dna.gif	2b7332c181735cc08a1badd6063d2934	good	none	use 1 Gene Tonic: Horror
1596	Human-Fish Hybrid	dna.gif	60b71c0828cfe97b411c5460dfeb3df3	good	none	use 1 Gene Tonic: Fish
1597	Human-Goblin Hybrid	dna.gif	27568d443d8133a7426995ac22746751	good	none	use 1 Gene Tonic: Goblin
1598	Human-Pirate Hybrid	dna.gif	7cd95c4cfddc002acb1b96c20ed8a011	good	none	use 1 Gene Tonic: Pirate
1599	Human-Plant Hybrid	dna.gif	7392fa1e3059c0df3f21183e2e66133e	good	none	use 1 Gene Tonic: Plant
1600	Human-Weird Thing Hybrid	dna.gif	673db1d51b09efcc4504a72171cac562	good	none	use 1 Gene Tonic: Weird
1601	Human-Elf Hybrid	dna.gif	8110c7f7735212aa00d939f7b96d9bfd	good	none	use 1 Gene Tonic: Elf
1602	Human-Mer-kin Hybrid	dna.gif	21bc179f79d08bc77215967656706f5a	neutral	none	use 1 Gene Tonic: Mer-kin
1603	Human-Slime Hybrid	dna.gif	da611ba3a8dd7f2f387c62a3a14502f1	good	none	use 1 Gene Tonic: Slime
1604	Human-Penguin Hybrid	dna.gif	7e25c896ef306e70a9608fae3f4a8d8a	good	none	use 1 Gene Tonic: Penguin
1605	Human-Elemental Hybrid	dna.gif	1a94d9673d884b5a877f0a2bfe91ad5a	good	none	use 1 Gene Tonic: Elemental
1606	Human-Constellation Hybrid	dna.gif	27ec1336404210e9257b5054c59ae624	good	none	use 1 Gene Tonic: Constellation
1607	Human-Hobo Hybrid	dna.gif	c902209f9a321a70cfcb822c2a7411ee	good	none	use 1 Gene Tonic: Hobo
1608	Spookyravin'	potion6.gif	07ca1f54611227fd3b2568a101d1f43b	good	none	use 1 Stephen's secret formula
1609	Dancin' Fool	dancingshoes.gif	57f460f9d9ae98f086c984a6491e3386	good	none	# choosing The Dance Class at The Haunted Gallery after first time
1610	Swordholder	swords.gif	d8cd2af4589547387589ba03454d442a	good	none	# choosing Oath of the Horatii at The Haunted Gallery
1611	Is This Your Card?	carddeck.gif	96279d2043979e41a7fa0cfde64f4c9a	good	none	# choosing Witches' Sabbath at The Haunted Gallery
1612	Sleight of Mind	sleightshroom.gif	a58bb0f5431e4b3a83ac5fcbe74b8959	neutral	none	use 1 sleight-of-hand mushroom
1613	Mush-Mouth	spore.gif	9df2ff0a38fec33a032a9d5026f19d96	bad	none	use 1 Fun-Guy spore
1614	Boletus Swoletus	broshroom.gif	4087fb39a65bef9b2d7aa78b02228809	good	none	use 1 Boletus Broletus mushroom
1615	Omphalotus Omnipresence	eyeshroom.gif	66d3387487898d086a28011842b3c334	good	none	use 1 Omphalotus Omphaloskepsis mushroom
1616	Gyromitra Gymnastics	moxshroom.gif	1e0ff0db0821cf7f5d912f9eb68b35eb	good	none	use 1 Gyromitra Dynomita mushroom
1617	Helvella Health	veinshroom.gif	08ed5292e8725c40053d1abef7777a26	good	none	use 1 Helvella Haemophilia mushroom
1618	Stemonitis Storm	elecshroom.gif	a98558343daac710de446217d4db479a	good	none	use 1 Stemonitis Staticus mushroom
1619	Tremella Tremens	danceshroom.gif	44574510f82a471c2a622fd872de2a67	good	none	use 1 Tremella Tarantella mushroom
1620	Broberry Brotality	brogurt2.gif	1634e115179a42a4cf7d64da38d939e1	good	none	drink 1 broberry brogurt
1621	Brocolate Brostidigitation	brogurt2.gif	d29a8504558434e8fce2f4f8f4e0248a	good	none	drink 1 brocolate brogurt
1622	French Bronilla Brogueishness	brogurt2.gif	1c6b7f4631c368941e866de755399d09	good	none	drink 1 French bronilla brogurt
1623	Tapped In	brosdrink.gif	fbaff541cf7dcb2d4d94dde752c28f33	good	none	use 1 BROS Energy Drink
1624	Go-Gone	vinylboots.gif	0d22d78c83875d73a9d95a8224536e81	good	none	use 1 go-go potion|cargo effect Go-Gone
1625	Shrimpin' Ain't Easy	shrimpcocktail.gif	433f929cdcd9c5598fd310442b866e6f	good	none	use 1 shrimp cocktail
1626	Boilermade	hotboilermaker.gif	f722212d9e6b0fae6b1c69a06e5f87d5	good	none	drink 1 red-hot boilermaker
1627	Takin' It Greasy	groosegrease.gif	1ecd5486cb371daa243193f4d9054937	good	none	cast 1 Grease Up
1628	Big Meat Big Prizes	meat.gif	7625b559611cef1d9089948c4b7170e7	good	none	use 1 Meat-inflating powder
1629	Yoloswagyoloswag	necbrowafers.gif	07ba317538a4ebd84856479021426f38	neutral	none	use 1 Yolo&trade; chocolates
1630	Dance of the Sugar Fairy	sugarfairy2.gif	34fa02c3e24337f6ae4727ef73843e53	good	none	use 1 sugar fairy
1631	Sweet Incentive	sugarbunny.gif	45f064fc532fae42bde5ea6aa7bca317	good	none	use 1 sugar bunny
1632	Boschface	paintbrush.gif	670e46cb71e85891516ea3de40b0f8ea	good	none	use 1 Elizabeth's paintbrush
1633	Desenfantasmada	ggg.gif	bcdac1c4cbd798f8b1f886ad37602ef0	good	nohookah	drink 1 Rompedores de Fantasmas
1634	La Oscuridad Adentro	darkness.gif	6da14ec2a2bcb1f02a7ee8f06774f0f6	good	nohookah	drink 1 La Fantasma y La Oscuridad
1635	Sangre Brillante	snowflakes.gif	f75967278d427a50aa53e220ca2f6c46	good	nohookah	drink 1 Fantasma en la M&aacute;quina
1636	Black Lung	lung.gif	36bc12fde8bd48c834d55ee69a2da89e	good	none	# mining down in The Black Forest
1637	Black Eyes	blackeyes.gif	536595ea7973e7b0af9789a4ecb4b56b	good	none	use 1 black eye shadow|cargo effect Black Eyes
1638	Texas Elegance	coffeecup.gif	8fab0f02e9e6b0717beb8a93073afa03	good	none	use 1 Texas tea
1639	Salsa Satanica	dance3.gif	3a8648677925f4849d2c913049752f88	good	none	# with enough black equipment, attending mass in The Black Forest
1640	SOME PIGS	somepig.gif	09b745e8c11036f8ee9cbaafabb86dba	neutral	none	# encountering Life Ain't Nothin But Witches and Mummies at The Road to the White Citadel
1641	Space Cowboy	cowboyhat.gif	9e95e4dbaf1cf4bbe961122bbdab7d61	good	none	use 1 alien drugs|cargo effect Space Cowboy
1642	I See Everything Thrice!	eyes.gif	932c27137df3631cde77a7bf0d996eb4	good	none	use 1 government
1643	Space Tripping	powderpile2.gif	5d62055fd15ac31f5dd1e1b7633de802	good	none	use 1 buffed alien drugs
1644	It's Soporiffic!	poppy.gif	4973157a5dbafcdd199d157896ab477a	good	none	use 1 poppy|cargo effect It's Soporiffic!
1645	Ashen Burps	hotashes.gif	181fabda066ddcf2adb97c2a13caf810	neutral	none	use 1 ash soda
1646	Liquidy Smoky	blooddrops.gif	2e136952836a7b649459208c0550b840	good	none	use 1 liquid smoke
1647	Barbecue Saucy	gooball.gif	7f1b85ae4e6163c402ed2d2625022054	good	none	use 1 dollop of barbecue sauce
1648	Marinated	soupbowl.gif	38dd66129b7abf01fff23f03d1dbdcfd	good	none	use 1 bowl of marinade
1649	On a Roll	droll.gif	6754982da71835f0d687a8c9a0d395d1	good	none	eat 1 D roll
1650	Lit Up	lighterfluid.gif	38469ac56f66de5bcd552a8263d0d507	good	none	use 1 bottle of lighter fluid
1651	New Zeal	happy.gif	0b26566f8590bd8c9df13ffdfa72bf23	good	none	drink 1 New Zealand iced tea
1652	White Blooded	redcells.gif	86b1fed994e95faf17098cce43d9d8e8	good	none	use 1 white blood cells
1653	Gummi-Grin	gummiturt.gif	c512deaca46c7d7edf9b55b23403273f	good	none	use 1 gummi turtle
1654	Adorable Lookout	giraffeturt.gif	e85e09a568eeded2ab88fe4f40852629	good	none	use 1 giraffe-necked turtle
1655	High Colognic	cologneturt.gif	0adaec30303a64bf157312fe366d1ac2	neutral	none	use 1 musk turtle
1656	Spiro Gyro	logoturt.gif	2b4e1ef22657e9fe2d0f507f03c35458	good	none	use 1 programmable turtle
1657	Tortious	mockturt.gif	e6162916d97df0696c215f5ee4af8d58	neutral	none	use 1 mocking turtle
1658	Over-Familiar With Dactyls	candyheart.gif	26b9812c9e89b5da8ebd0bf4c4e8a1d1	good	none	use 1 Friendliness Beverage
1659	The Strength... of the Future	strboost.gif	332e06d519892d99db38ab7f918b1edf	good	none	use 1 future drug: Muscularactum|cargo effect The Strength... of the Future
1660	The Wisdom... of the Future	realbrain.gif	5195b0d7c3f8baadb81831530ce6617b	good	none	use 1 future drug: Smartinex|cargo effect The Wisdom... of the Future
1661	The Style... of the Future	bigglasses.gif	77d99bc7b798752d3152f770128c4db6	good	none	use 1 future drug: Coolscaline|cargo effect The Style... of the Future
1662	Liquid Luck	blooddrops.gif	13911104896407aceda3c1ee4e2b670c	good	none	chew 1 liquid shifting time weirdness
1663	Meat the Flintstones	dinoribs.gif	c56b9bb80c288d83fbb99b6b9b809e26	good	none	eat 1 rack of dinosaur ribs
1664	Hair on Your Chest	chesthair.gif	d99183ffe1998b9735a9f121fcec66f6	good	none	drink 1 scotch on the rocks
1665	Thuggity Yak	yaktat.gif	a7e34916ae29be49705af42b24cd8fba	neutral	none	use 1 temporary yak tattoo
1666	Fit As a Poster	fitposter.gif	acdd6405de02fe089f3bc36d752d61da	neutral	none	use 1 Fitspiration&trade; poster
1667	Majestic Neckbeard	mohawk.gif	9cef3eea047dd7b8b2718b10eaaab0ed	neutral	none	use 1 giant neckbeard
1668	Artisanal Retentive	shot.gif	fb6179f9e82836e2642ef2d796d85647	neutral	none	use 1 artisanal hand-squeezed wheatgrass juice
1669	Patchy Punk	punkpatch.gif	994185184974160db5c01ba484ed63e0	neutral	none	use 1 punk patch
1670	Full Steam Ahead	bottle.gif	bf499d287023f4ebf41248f62456c457	neutral	none	use 1 steampunk potion
1671	Hag-gard	vial.gif	f11dca7996e8407773255c7e4f5db990	neutral	none	use 1 vial of swamp vapors
1672	Muddy Buddy	wad.gif	ff34d50d376d95c13de728105ac6f626	neutral	none	use 1 turtle mud
1673	Dazed, Confused	eyedrops.gif	0bbb2bd4013cdad2eb4e1db0c43a2642	neutral	none	use 1 Redeye&trade; Eyedrops
1674	Dweeble-Minded	inhaler.gif	f425278c1d27a36dd530c0d1676efac7	neutral	none	use 1 Dweebisol&trade; inhaler
1675	Motorhair	motoroil.gif	2d4d1a339f227b98ddc19b953e2ef302	neutral	none	use 1 Lewd Lemmy Hair Oil
1676	War is Hol	soupposter.gif	3aebc431d67f89ca610afcefc333998e	neutral	none	use 1 tomato soup poster
1677	Science is Real	beaker.gif	f84505c164a428ada9cf4040e4a13b1d	neutral	none	use 1 bubblin' chemistry solution
1678	Shortie Shaman Shurprise	glowskull.gif	9e90d2cb828bec5d497085ba03a3b5ac	neutral	none	use 1 voodoo glowskull
1679	A Taste for Accounting	vial.gif	1b23fff6cf95fb408356321340954942	neutral	none	use 1 pygmy adder oil
1680	Which Nurse? Witch Nurse!	plant.gif	6fbb3800dd5b330b77d28810797ec576	neutral	none	use 1 pygmy witchhazel
1681	A Short Trial	scroll2.gif	5ea557f8e320a4a65f0df2bd470e7532	neutral	none	use 1 short deposition
1682	Straw Pole-Ish	stick.gif	1287573939615bc23b458cd0e31388e1	neutral	none	use 1 straw pole
1683	Bartenderganger	beaker.gif	cb75e0789f476e59dcd5f4a95436c055	neutral	none	use 1 electric copperhead potion
1684	Ninja in Waiting	powder.gif	0432614357b02bc960023c6f58aed306	neutral	none	use 1 ninja fear powder
1685	Waiting for Ninjas	lipstick.gif	3438adfe06c6d74a4d06262bcf35794b	neutral	none	use 1 ninja eyeblack
1686	Buttons Rouged, Louisiana	rouge.gif	fbfc0982756e5202989cec1399fc8ae9	neutral	none	use 1 button rouge
1687	Red, Red Skeleton	compact.gif	bf26f718a8147dbe40f96377f9ff32fb	neutral	none	use 1 Red Army camouflage kit
1688	Lynyrd Prytynder	balm.gif	3009acb4128933839983a5cdd2898e59	neutral	none	use 1 lynyrd skinner toothblack
1689	Fleet Woodsman, Mac	flask.gif	bfb0a8c0df4cbcd0ace3f8ebd9a08ad6	neutral	none	use 1 flask of rainwater
1690	Cult Fiction	badge.gif	f258c7575d0f66c208879b8f33e55576	neutral	none	use 1 blue oyster badge
1691	Jeffersonian	jwings.gif	73adbeda726877dfb7acde261536300b	neutral	none	use 1 plastic Jefferson wings
1692	Fan Dancing	combatfan.gif	dacb0fff0402d337a92dcec95ff98ff4	neutral	none	use 1 dancing fan
1693	Ecce Wino	afuescroll.gif	86a384173862fa48145337e08c459b16	neutral	none	use 1 page of the Necrohobocon
1694	Black Magic? Woah, Man!	powder.gif	37c4ab904c0f0201bfbaf98eb7dda9aa	neutral	none	use 1 black magic powder
1695	Into the Friar	tonsure.gif	3b2a050e5564c4e125f094eb71fb6f3b	neutral	none	use 1 black friar's tonsure
1696	Agent's Shield	badge.gif	b6ab61b042af87b2c36651750aba98bd	neutral	none	use 1 government-issue identification badge
1697	Alien Resurrection	wbaccpiece.gif	e6d969b7ed0ab645fb82e165aa32a0ad	neutral	none	use 1 alien hologram projector
1698	On the Trolley	trolley.gif	d14c9c65bcd20ea9f399fa06127fa25f	good	none	drink 1 Bee's Knees
1699	In a Lather	lather.gif	39fbcc199b06bc544b10609e4ebce693	good	none	drink 1 Sockdollager
1700	Feeling No Pain	antianti.gif	216b9fd767c9c192e1119fee7b9c2e8d	good	none	drink 1 Ish Kabibble
1701	Hip to the Jive	familiar25.gif	fc766ac280450bf9289d39605c447341	good	none	drink 1 Hot Socks
1702	Infernal Thirst	tankard.gif	5562b190575e1512d74dad4f0a0268e8	good	none	summon 11
1703	Turtle Power	radturt.gif	7df8b46c128e7fbbba4576e4795ba6bf	good	none	use 1 irradiated turtle
1704	Colorful Gratitude	rrainbow.gif	77244b327a58e614101d0eaefafa7797	good	none	use 1 cigar box turtle
1705	Fishy, Oily	lightvial.gif	7b491297d469b73738ee9d7d4ede9c10	neutral	none	use 1 gourmet gourami oil
